"species"	"contigs"	"genome_size"	"sp"	"sp_ID"
"GCF_001224925.1_4351_5_9_genomic.fna"	"Staphylococcus_aureus"	56	2772691	"aureus"	"Staphylococcus_aureus__GCF_001224925.1_4351_5_9_genomic.fna"
"GCF_001224945.1_4395_8_5_genomic.fna"	"Staphylococcus_aureus"	46	2825651	"aureus"	"Staphylococcus_aureus__GCF_001224945.1_4395_8_5_genomic.fna"
"GCF_001225125.1_5364_5_11_genomic.fna"	"Staphylococcus_aureus"	78	2899491	"aureus"	"Staphylococcus_aureus__GCF_001225125.1_5364_5_11_genomic.fna"
"GCF_001225305.1_5139_6_5_genomic.fna"	"Staphylococcus_aureus"	144	2854438	"aureus"	"Staphylococcus_aureus__GCF_001225305.1_5139_6_5_genomic.fna"
"GCF_001225365.1_5139_6_6_genomic.fna"	"Staphylococcus_aureus"	297	2868485	"aureus"	"Staphylococcus_aureus__GCF_001225365.1_5139_6_6_genomic.fna"
"GCF_001225505.1_4351_8_2_genomic.fna"	"Staphylococcus_aureus"	60	2733062	"aureus"	"Staphylococcus_aureus__GCF_001225505.1_4351_8_2_genomic.fna"
"GCF_001225525.1_4395_5_5_genomic.fna"	"Staphylococcus_aureus"	58	2845561	"aureus"	"Staphylococcus_aureus__GCF_001225525.1_4395_5_5_genomic.fna"
"GCF_001225585.1_4351_5_2_genomic.fna"	"Staphylococcus_aureus"	89	2814664	"aureus"	"Staphylococcus_aureus__GCF_001225585.1_4351_5_2_genomic.fna"
"GCF_001225705.1_6401_6_4_genomic.fna"	"Staphylococcus_aureus"	35	2869047	"aureus"	"Staphylococcus_aureus__GCF_001225705.1_6401_6_4_genomic.fna"
"GCF_001225765.1_6401_7_1_genomic.fna"	"Staphylococcus_aureus"	24	2792890	"aureus"	"Staphylococcus_aureus__GCF_001225765.1_6401_7_1_genomic.fna"
"GCF_001225825.1_5364_2_10_genomic.fna"	"Staphylococcus_aureus"	69	2868653	"aureus"	"Staphylococcus_aureus__GCF_001225825.1_5364_2_10_genomic.fna"
"GCF_001225865.1_4395_6_5_genomic.fna"	"Staphylococcus_aureus"	39	2799772	"aureus"	"Staphylococcus_aureus__GCF_001225865.1_4395_6_5_genomic.fna"
"GCF_001225945.1_4395_5_4_genomic.fna"	"Staphylococcus_aureus"	38	2821414	"aureus"	"Staphylococcus_aureus__GCF_001225945.1_4395_5_4_genomic.fna"
"GCF_001226125.1_4395_6_9_genomic.fna"	"Staphylococcus_aureus"	42	2782104	"aureus"	"Staphylococcus_aureus__GCF_001226125.1_4395_6_9_genomic.fna"
"GCF_001226165.1_4351_6_1_genomic.fna"	"Staphylococcus_aureus"	87	2802262	"aureus"	"Staphylococcus_aureus__GCF_001226165.1_4351_6_1_genomic.fna"
"GCF_001226305.1_4351_5_4_genomic.fna"	"Staphylococcus_aureus"	51	2748556	"aureus"	"Staphylococcus_aureus__GCF_001226305.1_4351_5_4_genomic.fna"
"GCF_001226365.1_4395_7_8_genomic.fna"	"Staphylococcus_aureus"	52	2793001	"aureus"	"Staphylococcus_aureus__GCF_001226365.1_4395_7_8_genomic.fna"
"GCF_001226505.1_5197_1_3_genomic.fna"	"Staphylococcus_aureus"	163	2875019	"aureus"	"Staphylococcus_aureus__GCF_001226505.1_5197_1_3_genomic.fna"
"GCF_001226525.1_5139_7_11_genomic.fna"	"Staphylococcus_aureus"	153	3003776	"aureus"	"Staphylococcus_aureus__GCF_001226525.1_5139_7_11_genomic.fna"
"GCF_001226565.1_6437_8_19_genomic.fna"	"Staphylococcus_aureus"	32	2798079	"aureus"	"Staphylococcus_aureus__GCF_001226565.1_6437_8_19_genomic.fna"
"GCF_001226585.1_4351_1_11_genomic.fna"	"Staphylococcus_aureus"	57	2799627	"aureus"	"Staphylococcus_aureus__GCF_001226585.1_4351_1_11_genomic.fna"
"GCF_001226605.1_4395_5_10_genomic.fna"	"Staphylococcus_aureus"	58	2732623	"aureus"	"Staphylococcus_aureus__GCF_001226605.1_4395_5_10_genomic.fna"
"GCF_001226625.1_5364_1_3_genomic.fna"	"Staphylococcus_aureus"	81	2863540	"aureus"	"Staphylococcus_aureus__GCF_001226625.1_5364_1_3_genomic.fna"
"GCF_001226645.1_5083_6_9_genomic.fna"	"Staphylococcus_aureus"	90	2852974	"aureus"	"Staphylococcus_aureus__GCF_001226645.1_5083_6_9_genomic.fna"
"GCF_001226685.1_6401_6_9_genomic.fna"	"Staphylococcus_aureus"	26	2743907	"aureus"	"Staphylococcus_aureus__GCF_001226685.1_6401_6_9_genomic.fna"
"GCF_001226725.1_6401_7_4_genomic.fna"	"Staphylococcus_aureus"	26	2801760	"aureus"	"Staphylococcus_aureus__GCF_001226725.1_6401_7_4_genomic.fna"
"GCF_001226785.1_4395_7_2_genomic.fna"	"Staphylococcus_aureus"	38	2705194	"aureus"	"Staphylococcus_aureus__GCF_001226785.1_4395_7_2_genomic.fna"
"GCF_001226865.1_5295_1_5_genomic.fna"	"Staphylococcus_aureus"	88	2869515	"aureus"	"Staphylococcus_aureus__GCF_001226865.1_5295_1_5_genomic.fna"
"GCF_001226905.1_5197_1_8_genomic.fna"	"Staphylococcus_aureus"	84	2882279	"aureus"	"Staphylococcus_aureus__GCF_001226905.1_5197_1_8_genomic.fna"
"GCF_001226925.1_5083_7_11_genomic.fna"	"Staphylococcus_aureus"	75	2867081	"aureus"	"Staphylococcus_aureus__GCF_001226925.1_5083_7_11_genomic.fna"
"GCF_001226965.1_6437_8_6_genomic.fna"	"Staphylococcus_aureus"	37	2796740	"aureus"	"Staphylococcus_aureus__GCF_001226965.1_6437_8_6_genomic.fna"
"GCF_001227005.1_5364_2_7_genomic.fna"	"Staphylococcus_aureus"	72	2871328	"aureus"	"Staphylococcus_aureus__GCF_001227005.1_5364_2_7_genomic.fna"
"GCF_001227025.1_4351_7_2_genomic.fna"	"Staphylococcus_aureus"	52	2793363	"aureus"	"Staphylococcus_aureus__GCF_001227025.1_4351_7_2_genomic.fna"
"GCF_001227085.1_5139_7_4_genomic.fna"	"Staphylococcus_aureus"	79	2808296	"aureus"	"Staphylococcus_aureus__GCF_001227085.1_5139_7_4_genomic.fna"
"GCF_001227105.1_4351_7_7_genomic.fna"	"Staphylococcus_aureus"	42	2794387	"aureus"	"Staphylococcus_aureus__GCF_001227105.1_4351_7_7_genomic.fna"
"GCF_001227145.1_4395_7_9_genomic.fna"	"Staphylococcus_aureus"	50	2741581	"aureus"	"Staphylococcus_aureus__GCF_001227145.1_4395_7_9_genomic.fna"
"GCF_001227185.1_4351_3_10_genomic.fna"	"Staphylococcus_aureus"	62	2802688	"aureus"	"Staphylococcus_aureus__GCF_001227185.1_4351_3_10_genomic.fna"
"GCF_001227325.1_4351_1_7_genomic.fna"	"Staphylococcus_aureus"	52	2730996	"aureus"	"Staphylococcus_aureus__GCF_001227325.1_4351_1_7_genomic.fna"
"GCF_001227445.1_4351_5_3_genomic.fna"	"Staphylococcus_aureus"	80	2778394	"aureus"	"Staphylococcus_aureus__GCF_001227445.1_4351_5_3_genomic.fna"
"GCF_001227505.1_5295_1_3_genomic.fna"	"Staphylococcus_aureus"	133	2933394	"aureus"	"Staphylococcus_aureus__GCF_001227505.1_5295_1_3_genomic.fna"
"GCF_001227545.1_5197_1_5_genomic.fna"	"Staphylococcus_aureus"	54	2819519	"aureus"	"Staphylococcus_aureus__GCF_001227545.1_5197_1_5_genomic.fna"
"GCF_001227565.1_5083_6_4_genomic.fna"	"Staphylococcus_aureus"	100	2899428	"aureus"	"Staphylococcus_aureus__GCF_001227565.1_5083_6_4_genomic.fna"
"GCF_001227645.1_4395_8_7_genomic.fna"	"Staphylococcus_aureus"	45	2794818	"aureus"	"Staphylococcus_aureus__GCF_001227645.1_4395_8_7_genomic.fna"
"GCF_001227685.1_6401_6_19_genomic.fna"	"Staphylococcus_aureus"	40	2889292	"aureus"	"Staphylococcus_aureus__GCF_001227685.1_6401_6_19_genomic.fna"
"GCF_001227725.1_4351_2_5_genomic.fna"	"Staphylococcus_aureus"	129	2802097	"aureus"	"Staphylococcus_aureus__GCF_001227725.1_4351_2_5_genomic.fna"
"GCF_001227825.1_5139_6_10_genomic.fna"	"Staphylococcus_aureus"	217	2905110	"aureus"	"Staphylococcus_aureus__GCF_001227825.1_5139_6_10_genomic.fna"
"GCF_001227885.1_4351_1_1_genomic.fna"	"Staphylococcus_aureus"	78	2787793	"aureus"	"Staphylococcus_aureus__GCF_001227885.1_4351_1_1_genomic.fna"
"GCF_001227905.1_6401_6_1_genomic.fna"	"Staphylococcus_aureus"	31	2809722	"aureus"	"Staphylococcus_aureus__GCF_001227905.1_6401_6_1_genomic.fna"
"GCF_001227925.1_4395_5_3_genomic.fna"	"Staphylococcus_aureus"	39	2753804	"aureus"	"Staphylococcus_aureus__GCF_001227925.1_4395_5_3_genomic.fna"
"GCF_001227945.1_6401_6_2_genomic.fna"	"Staphylococcus_aureus"	28	2793414	"aureus"	"Staphylococcus_aureus__GCF_001227945.1_6401_6_2_genomic.fna"
"GCF_001227965.1_4351_3_3_genomic.fna"	"Staphylococcus_aureus"	76	2802226	"aureus"	"Staphylococcus_aureus__GCF_001227965.1_4351_3_3_genomic.fna"
"GCF_001227985.1_5139_7_6_genomic.fna"	"Staphylococcus_aureus"	181	2858288	"aureus"	"Staphylococcus_aureus__GCF_001227985.1_5139_7_6_genomic.fna"
"GCF_001228025.1_6437_8_1_genomic.fna"	"Staphylococcus_aureus"	38	2808607	"aureus"	"Staphylococcus_aureus__GCF_001228025.1_6437_8_1_genomic.fna"
"GCF_001228045.1_5139_7_10_genomic.fna"	"Staphylococcus_aureus"	204	3033147	"aureus"	"Staphylococcus_aureus__GCF_001228045.1_5139_7_10_genomic.fna"
"GCF_001228065.1_6437_8_20_genomic.fna"	"Staphylococcus_aureus"	32	2800890	"aureus"	"Staphylococcus_aureus__GCF_001228065.1_6437_8_20_genomic.fna"
"GCF_001228085.1_6401_6_11_genomic.fna"	"Staphylococcus_aureus"	26	2809615	"aureus"	"Staphylococcus_aureus__GCF_001228085.1_6401_6_11_genomic.fna"
"GCF_001228145.1_4351_3_9_genomic.fna"	"Staphylococcus_aureus"	187	2729252	"aureus"	"Staphylococcus_aureus__GCF_001228145.1_4351_3_9_genomic.fna"
"GCF_001228265.1_5083_7_2_genomic.fna"	"Staphylococcus_aureus"	76	2874177	"aureus"	"Staphylococcus_aureus__GCF_001228265.1_5083_7_2_genomic.fna"
"GCF_001228345.1_6401_7_8_genomic.fna"	"Staphylococcus_aureus"	27	2797536	"aureus"	"Staphylococcus_aureus__GCF_001228345.1_6401_7_8_genomic.fna"
"GCF_001228365.1_5364_2_4_genomic.fna"	"Staphylococcus_aureus"	77	2897096	"aureus"	"Staphylococcus_aureus__GCF_001228365.1_5364_2_4_genomic.fna"
"GCF_001228385.1_4395_6_1_genomic.fna"	"Staphylococcus_aureus"	37	2779679	"aureus"	"Staphylococcus_aureus__GCF_001228385.1_4395_6_1_genomic.fna"
"GCF_001228505.1_6401_7_15_genomic.fna"	"Staphylococcus_aureus"	26	2780165	"aureus"	"Staphylococcus_aureus__GCF_001228505.1_6401_7_15_genomic.fna"
"GCF_001228645.1_5083_6_1_genomic.fna"	"Staphylococcus_aureus"	113	2858576	"aureus"	"Staphylococcus_aureus__GCF_001228645.1_5083_6_1_genomic.fna"
"GCF_001228725.1_5364_1_6_genomic.fna"	"Staphylococcus_aureus"	229	2856962	"aureus"	"Staphylococcus_aureus__GCF_001228725.1_5364_1_6_genomic.fna"
"GCF_001228765.1_4395_6_4_genomic.fna"	"Staphylococcus_aureus"	42	2793845	"aureus"	"Staphylococcus_aureus__GCF_001228765.1_4395_6_4_genomic.fna"
"GCF_001228785.1_5364_1_11_genomic.fna"	"Staphylococcus_aureus"	69	2865520	"aureus"	"Staphylococcus_aureus__GCF_001228785.1_5364_1_11_genomic.fna"
"GCF_001228885.1_4351_2_7_genomic.fna"	"Staphylococcus_aureus"	59	2806889	"aureus"	"Staphylococcus_aureus__GCF_001228885.1_4351_2_7_genomic.fna"
"GCF_001228925.1_4395_5_7_genomic.fna"	"Staphylococcus_aureus"	48	2776884	"aureus"	"Staphylococcus_aureus__GCF_001228925.1_4395_5_7_genomic.fna"
"GCF_001228965.1_5364_6_4_genomic.fna"	"Staphylococcus_aureus"	62	2859543	"aureus"	"Staphylococcus_aureus__GCF_001228965.1_5364_6_4_genomic.fna"
"GCF_001229005.1_4395_8_11_genomic.fna"	"Staphylococcus_aureus"	45	2794439	"aureus"	"Staphylococcus_aureus__GCF_001229005.1_4395_8_11_genomic.fna"
"GCF_001229045.1_5197_1_2_genomic.fna"	"Staphylococcus_aureus"	126	2881903	"aureus"	"Staphylococcus_aureus__GCF_001229045.1_5197_1_2_genomic.fna"
"GCF_001229165.1_4395_8_2_genomic.fna"	"Staphylococcus_aureus"	42	2737621	"aureus"	"Staphylococcus_aureus__GCF_001229165.1_4395_8_2_genomic.fna"
"GCF_001229205.1_6437_8_8_genomic.fna"	"Staphylococcus_aureus"	36	2818447	"aureus"	"Staphylococcus_aureus__GCF_001229205.1_6437_8_8_genomic.fna"
"GCF_001229285.1_4395_8_9_genomic.fna"	"Staphylococcus_aureus"	54	2759081	"aureus"	"Staphylococcus_aureus__GCF_001229285.1_4395_8_9_genomic.fna"
"GCF_001229305.1_6401_6_14_genomic.fna"	"Staphylococcus_aureus"	30	2811959	"aureus"	"Staphylococcus_aureus__GCF_001229305.1_6401_6_14_genomic.fna"
"GCF_001229405.1_6401_7_18_genomic.fna"	"Staphylococcus_aureus"	38	2824308	"aureus"	"Staphylococcus_aureus__GCF_001229405.1_6401_7_18_genomic.fna"
"GCF_900250185.1_H1319_genomic.fna"	"Staphylococcus_aureus"	36	2797118	"aureus"	"Staphylococcus_aureus__GCF_900250185.1_H1319_genomic.fna"
"GCF_001229425.1_5364_1_5_genomic.fna"	"Staphylococcus_aureus"	71	2868864	"aureus"	"Staphylococcus_aureus__GCF_001229425.1_5364_1_5_genomic.fna"
"GCF_001229525.1_4351_6_11_genomic.fna"	"Staphylococcus_aureus"	42	2818330	"aureus"	"Staphylococcus_aureus__GCF_001229525.1_4351_6_11_genomic.fna"
"GCF_001229565.1_4351_5_10_genomic.fna"	"Staphylococcus_aureus"	53	2738847	"aureus"	"Staphylococcus_aureus__GCF_001229565.1_4351_5_10_genomic.fna"
"GCF_001229585.1_4351_7_3_genomic.fna"	"Staphylococcus_aureus"	89	2759149	"aureus"	"Staphylococcus_aureus__GCF_001229585.1_4351_7_3_genomic.fna"
"GCF_001229625.1_5139_6_12_genomic.fna"	"Staphylococcus_aureus"	123	2926726	"aureus"	"Staphylococcus_aureus__GCF_001229625.1_5139_6_12_genomic.fna"
"GCF_001229705.1_6401_7_5_genomic.fna"	"Staphylococcus_aureus"	27	2798785	"aureus"	"Staphylococcus_aureus__GCF_001229705.1_6401_7_5_genomic.fna"
"GCF_001229725.1_6401_6_5_genomic.fna"	"Staphylococcus_aureus"	34	2782744	"aureus"	"Staphylococcus_aureus__GCF_001229725.1_6401_6_5_genomic.fna"
"GCF_001229745.1_5083_7_10_genomic.fna"	"Staphylococcus_aureus"	73	2874295	"aureus"	"Staphylococcus_aureus__GCF_001229745.1_5083_7_10_genomic.fna"
"GCF_001229805.1_6437_8_10_genomic.fna"	"Staphylococcus_aureus"	32	2833640	"aureus"	"Staphylococcus_aureus__GCF_001229805.1_6437_8_10_genomic.fna"
"GCF_001229845.1_4351_1_3_genomic.fna"	"Staphylococcus_aureus"	55	2773624	"aureus"	"Staphylococcus_aureus__GCF_001229845.1_4351_1_3_genomic.fna"
"GCF_001229865.1_6401_6_7_genomic.fna"	"Staphylococcus_aureus"	35	2794792	"aureus"	"Staphylococcus_aureus__GCF_001229865.1_6401_6_7_genomic.fna"
"GCF_001229905.1_5119_1_3_genomic.fna"	"Staphylococcus_aureus"	79	2963357	"aureus"	"Staphylococcus_aureus__GCF_001229905.1_5119_1_3_genomic.fna"
"GCF_001229925.1_4351_2_3_genomic.fna"	"Staphylococcus_aureus"	52	2762690	"aureus"	"Staphylococcus_aureus__GCF_001229925.1_4351_2_3_genomic.fna"
"GCF_001230005.1_6401_6_13_genomic.fna"	"Staphylococcus_aureus"	32	2833640	"aureus"	"Staphylococcus_aureus__GCF_001230005.1_6401_6_13_genomic.fna"
"GCF_001230065.1_4351_5_5_genomic.fna"	"Staphylococcus_aureus"	55	2805891	"aureus"	"Staphylococcus_aureus__GCF_001230065.1_4351_5_5_genomic.fna"
"GCF_001230105.1_6401_6_20_genomic.fna"	"Staphylococcus_aureus"	33	2827921	"aureus"	"Staphylococcus_aureus__GCF_001230105.1_6401_6_20_genomic.fna"
"GCF_001230185.1_6401_6_3_genomic.fna"	"Staphylococcus_aureus"	32	2778313	"aureus"	"Staphylococcus_aureus__GCF_001230185.1_6401_6_3_genomic.fna"
"GCF_001230225.1_6401_6_8_genomic.fna"	"Staphylococcus_aureus"	33	2884730	"aureus"	"Staphylococcus_aureus__GCF_001230225.1_6401_6_8_genomic.fna"
"GCF_001230265.1_5083_6_12_genomic.fna"	"Staphylococcus_aureus"	92	2810538	"aureus"	"Staphylococcus_aureus__GCF_001230265.1_5083_6_12_genomic.fna"
"GCF_001230325.1_5119_1_9_genomic.fna"	"Staphylococcus_aureus"	185	2906818	"aureus"	"Staphylococcus_aureus__GCF_001230325.1_5119_1_9_genomic.fna"
"GCF_001230385.1_6437_8_22_genomic.fna"	"Staphylococcus_aureus"	34	2877699	"aureus"	"Staphylococcus_aureus__GCF_001230385.1_6437_8_22_genomic.fna"
"GCF_001230425.1_4395_5_8_genomic.fna"	"Staphylococcus_aureus"	49	2812807	"aureus"	"Staphylococcus_aureus__GCF_001230425.1_4395_5_8_genomic.fna"
"GCF_001230485.1_4395_5_6_genomic.fna"	"Staphylococcus_aureus"	105	2686996	"aureus"	"Staphylococcus_aureus__GCF_001230485.1_4395_5_6_genomic.fna"
"GCF_001230505.1_5364_1_12_genomic.fna"	"Staphylococcus_aureus"	88	2870563	"aureus"	"Staphylococcus_aureus__GCF_001230505.1_5364_1_12_genomic.fna"
"GCF_001230665.1_4351_5_1_genomic.fna"	"Staphylococcus_aureus"	79	2802688	"aureus"	"Staphylococcus_aureus__GCF_001230665.1_4351_5_1_genomic.fna"
"GCF_001230765.1_6401_6_6_genomic.fna"	"Staphylococcus_aureus"	36	2822863	"aureus"	"Staphylococcus_aureus__GCF_001230765.1_6401_6_6_genomic.fna"
"GCF_001230825.1_4395_7_7_genomic.fna"	"Staphylococcus_aureus"	49	2738259	"aureus"	"Staphylococcus_aureus__GCF_001230825.1_4395_7_7_genomic.fna"
"GCF_001230885.1_5083_7_4_genomic.fna"	"Staphylococcus_aureus"	110	2837158	"aureus"	"Staphylococcus_aureus__GCF_001230885.1_5083_7_4_genomic.fna"
"GCF_001230925.1_5139_6_2_genomic.fna"	"Staphylococcus_aureus"	152	2864504	"aureus"	"Staphylococcus_aureus__GCF_001230925.1_5139_6_2_genomic.fna"
"GCF_001230965.1_5083_7_8_genomic.fna"	"Staphylococcus_aureus"	88	2870482	"aureus"	"Staphylococcus_aureus__GCF_001230965.1_5083_7_8_genomic.fna"
"GCF_001231065.1_6437_8_21_genomic.fna"	"Staphylococcus_aureus"	32	2835776	"aureus"	"Staphylococcus_aureus__GCF_001231065.1_6437_8_21_genomic.fna"
"GCF_001231225.1_4351_3_8_genomic.fna"	"Staphylococcus_aureus"	48	2806601	"aureus"	"Staphylococcus_aureus__GCF_001231225.1_4351_3_8_genomic.fna"
"GCF_001231305.1_4395_7_1_genomic.fna"	"Staphylococcus_aureus"	41	2780247	"aureus"	"Staphylococcus_aureus__GCF_001231305.1_4395_7_1_genomic.fna"
"GCF_001231325.1_5139_7_9_genomic.fna"	"Staphylococcus_aureus"	137	2947666	"aureus"	"Staphylococcus_aureus__GCF_001231325.1_5139_7_9_genomic.fna"
"GCF_001231365.1_5083_7_6_genomic.fna"	"Staphylococcus_aureus"	248	2840935	"aureus"	"Staphylococcus_aureus__GCF_001231365.1_5083_7_6_genomic.fna"
"GCF_001231445.1_4395_7_11_genomic.fna"	"Staphylococcus_aureus"	62	2804207	"aureus"	"Staphylococcus_aureus__GCF_001231445.1_4395_7_11_genomic.fna"
"GCF_001231525.1_4395_6_10_genomic.fna"	"Staphylococcus_aureus"	46	2812035	"aureus"	"Staphylococcus_aureus__GCF_001231525.1_4395_6_10_genomic.fna"
"GCF_001231565.1_4395_8_1_genomic.fna"	"Staphylococcus_aureus"	44	2800476	"aureus"	"Staphylococcus_aureus__GCF_001231565.1_4395_8_1_genomic.fna"
"GCF_001231805.1_6437_8_16_genomic.fna"	"Staphylococcus_aureus"	31	2840708	"aureus"	"Staphylococcus_aureus__GCF_001231805.1_6437_8_16_genomic.fna"
"GCF_001231865.1_6401_7_19_genomic.fna"	"Staphylococcus_aureus"	26	2733215	"aureus"	"Staphylococcus_aureus__GCF_001231865.1_6401_7_19_genomic.fna"
"GCF_001231925.1_5364_6_11_genomic.fna"	"Staphylococcus_aureus"	63	2860534	"aureus"	"Staphylococcus_aureus__GCF_001231925.1_5364_6_11_genomic.fna"
"GCF_001231945.1_4351_3_2_genomic.fna"	"Staphylococcus_aureus"	57	2760762	"aureus"	"Staphylococcus_aureus__GCF_001231945.1_4351_3_2_genomic.fna"
"GCF_001232005.1_5083_7_9_genomic.fna"	"Staphylococcus_aureus"	78	2827820	"aureus"	"Staphylococcus_aureus__GCF_001232005.1_5083_7_9_genomic.fna"
"GCF_001232045.1_5364_2_5_genomic.fna"	"Staphylococcus_aureus"	77	2869385	"aureus"	"Staphylococcus_aureus__GCF_001232045.1_5364_2_5_genomic.fna"
"GCF_001232105.1_6401_7_13_genomic.fna"	"Staphylococcus_aureus"	36	2803273	"aureus"	"Staphylococcus_aureus__GCF_001232105.1_6401_7_13_genomic.fna"
"GCF_001232185.1_4351_8_1_genomic.fna"	"Staphylococcus_aureus"	83	2804184	"aureus"	"Staphylococcus_aureus__GCF_001232185.1_4351_8_1_genomic.fna"
"GCF_001232225.1_5197_1_10_genomic.fna"	"Staphylococcus_aureus"	78	2845911	"aureus"	"Staphylococcus_aureus__GCF_001232225.1_5197_1_10_genomic.fna"
"GCF_001232345.1_4351_1_9_genomic.fna"	"Staphylococcus_aureus"	41	2808433	"aureus"	"Staphylococcus_aureus__GCF_001232345.1_4351_1_9_genomic.fna"
"GCF_001232385.1_5197_1_4_genomic.fna"	"Staphylococcus_aureus"	71	2850256	"aureus"	"Staphylococcus_aureus__GCF_001232385.1_5197_1_4_genomic.fna"
"GCF_001232445.1_4395_6_11_genomic.fna"	"Staphylococcus_aureus"	53	2790818	"aureus"	"Staphylococcus_aureus__GCF_001232445.1_4395_6_11_genomic.fna"
"GCF_001232505.1_5139_7_8_genomic.fna"	"Staphylococcus_aureus"	126	3041604	"aureus"	"Staphylococcus_aureus__GCF_001232505.1_5139_7_8_genomic.fna"
"GCF_001232525.1_5295_1_4_genomic.fna"	"Staphylococcus_aureus"	74	2885167	"aureus"	"Staphylococcus_aureus__GCF_001232525.1_5295_1_4_genomic.fna"
"GCF_001232785.1_4351_5_11_genomic.fna"	"Staphylococcus_aureus"	65	2770676	"aureus"	"Staphylococcus_aureus__GCF_001232785.1_4351_5_11_genomic.fna"
"GCF_001232845.1_6401_7_21_genomic.fna"	"Staphylococcus_aureus"	38	2888480	"aureus"	"Staphylococcus_aureus__GCF_001232845.1_6401_7_21_genomic.fna"
"GCF_001232985.1_6437_8_9_genomic.fna"	"Staphylococcus_aureus"	32	2799302	"aureus"	"Staphylococcus_aureus__GCF_001232985.1_6437_8_9_genomic.fna"
"GCF_001233125.1_4351_6_3_genomic.fna"	"Staphylococcus_aureus"	54	2807911	"aureus"	"Staphylococcus_aureus__GCF_001233125.1_4351_6_3_genomic.fna"
"GCF_001233145.1_6401_7_9_genomic.fna"	"Staphylococcus_aureus"	31	2797128	"aureus"	"Staphylococcus_aureus__GCF_001233145.1_6401_7_9_genomic.fna"
"GCF_001233345.1_4395_5_11_genomic.fna"	"Staphylococcus_aureus"	52	2793642	"aureus"	"Staphylococcus_aureus__GCF_001233345.1_4395_5_11_genomic.fna"
"GCF_001233425.1_4395_5_1_genomic.fna"	"Staphylococcus_aureus"	44	2774177	"aureus"	"Staphylococcus_aureus__GCF_001233425.1_4395_5_1_genomic.fna"
"GCF_001233485.1_6437_8_7_genomic.fna"	"Staphylococcus_aureus"	33	2814605	"aureus"	"Staphylococcus_aureus__GCF_001233485.1_6437_8_7_genomic.fna"
"GCF_001233525.1_6437_8_15_genomic.fna"	"Staphylococcus_aureus"	28	2872724	"aureus"	"Staphylococcus_aureus__GCF_001233525.1_6437_8_15_genomic.fna"
"GCF_001233605.1_6437_8_17_genomic.fna"	"Staphylococcus_aureus"	37	2884338	"aureus"	"Staphylococcus_aureus__GCF_001233605.1_6437_8_17_genomic.fna"
"GCF_001233825.1_6437_8_11_genomic.fna"	"Staphylococcus_aureus"	28	2827827	"aureus"	"Staphylococcus_aureus__GCF_001233825.1_6437_8_11_genomic.fna"
"GCF_001233885.1_4351_8_9_genomic.fna"	"Staphylococcus_aureus"	40	2782875	"aureus"	"Staphylococcus_aureus__GCF_001233885.1_4351_8_9_genomic.fna"
"GCF_001233925.1_5139_6_9_genomic.fna"	"Staphylococcus_aureus"	151	2915245	"aureus"	"Staphylococcus_aureus__GCF_001233925.1_5139_6_9_genomic.fna"
"GCF_001233945.1_4395_7_12_genomic.fna"	"Staphylococcus_aureus"	58	2796949	"aureus"	"Staphylococcus_aureus__GCF_001233945.1_4395_7_12_genomic.fna"
"GCF_001234025.1_6401_7_11_genomic.fna"	"Staphylococcus_aureus"	28	2794994	"aureus"	"Staphylococcus_aureus__GCF_001234025.1_6401_7_11_genomic.fna"
"GCF_001234105.1_5295_1_7_genomic.fna"	"Staphylococcus_aureus"	135	2830852	"aureus"	"Staphylococcus_aureus__GCF_001234105.1_5295_1_7_genomic.fna"
"GCF_001234245.1_5364_1_8_genomic.fna"	"Staphylococcus_aureus"	77	2868698	"aureus"	"Staphylococcus_aureus__GCF_001234245.1_5364_1_8_genomic.fna"
"GCF_001234265.1_4351_1_8_genomic.fna"	"Staphylococcus_aureus"	46	2728791	"aureus"	"Staphylococcus_aureus__GCF_001234265.1_4351_1_8_genomic.fna"
"GCF_001234365.1_4351_1_4_genomic.fna"	"Staphylococcus_aureus"	73	2798969	"aureus"	"Staphylococcus_aureus__GCF_001234365.1_4351_1_4_genomic.fna"
"GCF_001234465.1_5364_2_6_genomic.fna"	"Staphylococcus_aureus"	189	2862018	"aureus"	"Staphylococcus_aureus__GCF_001234465.1_5364_2_6_genomic.fna"
"GCF_001234525.1_5139_6_7_genomic.fna"	"Staphylococcus_aureus"	158	2864728	"aureus"	"Staphylococcus_aureus__GCF_001234525.1_5139_6_7_genomic.fna"
"GCF_001234625.1_5364_6_6_genomic.fna"	"Staphylococcus_aureus"	176	2880582	"aureus"	"Staphylococcus_aureus__GCF_001234625.1_5364_6_6_genomic.fna"
"GCF_001234645.1_4351_7_6_genomic.fna"	"Staphylococcus_aureus"	114	2792179	"aureus"	"Staphylococcus_aureus__GCF_001234645.1_4351_7_6_genomic.fna"
"GCF_001234705.1_4351_8_3_genomic.fna"	"Staphylococcus_aureus"	57	2758078	"aureus"	"Staphylococcus_aureus__GCF_001234705.1_4351_8_3_genomic.fna"
