IS431s_start	IS431s_len	IS431s_end	IS431s_dir	IS1272s_start	IS1272s_len	IS1272s_end	IS1272s_dir	mecI_start	mecI_len	mecI_end	mecI_dir	mecR_start	mecR_len	mecR_end	mecR_dir	mecA_start	mecA_len	mecA_end	mecA_dir	IS431e_start	IS431e_len	IS431e_end	IS431e_dir	assembly	GCF_ID	contig	species	contig_length	assembly_strand	mecA_to_end_length	end_length	mecR_to_end_length	mecR_end_length	mecR_len_simple	mecI_present	IS1272_present	IS431s_present	mecR_type	ISs_status	mec_class	mec_class_inferred	ccrA_count	ccrB_count	ccrC_count	ccrA_types	ccrB_types	ccrC_types	mecA_count
-	-	-	-	-	-	-	-	34898	372	35269	<	35269	1758	37026	<	37123	2010	39132	>	41668	675	42342	>	GCF_001659105.1_ASM16591	001659105.1	NZ_LYSG01000034.1	Staphylococcus_epidermidis	42488	plus	37123	5000	35269	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	5085	99	>5185	>	-	-	-	-	3876	987	4862	<	1770	2010	3779	>	-	-	-	-	GCF_001075135.1_ASM10751	001075135.1	NZ_JURM01000004.1	Staphylococcus_epidermidis	5185	minus	1406	1406	323	323	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5662	372	6033	<	3905	1758	5662	<	1799	2010	3808	>	-	-	-	-	GCF_001073485.1_ASM10734	001073485.1	NZ_JVAX01000038.1	Staphylococcus_epidermidis	18424	minus	14616	5000	12762	5000	type2	1	0	0	type2	Absent	A	NT	1	1	1	ccrA3	ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	6602	372	6973	<	4845	1758	6602	<	2739	2010	4748	>	<1	203	203	>	GCF_001622785.1_ASM16227	001622785.1	NZ_LWBC01000040.1	Staphylococcus_epidermidis	31110	minus	26362	5000	24508	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	45108	372	45479	<	45479	1758	47236	<	47333	2010	49342	>	-	-	-	-	GCF_001659075.1_ASM16590	001659075.1	NZ_LYSE01000021.1	Staphylococcus_epidermidis	51078	plus	47333	5000	45479	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	196	372	567	<	567	1758	2324	<	2421	2010	4430	>	-	-	-	-	GCF_001075105.1_ASM10751	001075105.1	NZ_JURP01000110.1	Staphylococcus_epidermidis	6972	plus	2421	2421	567	567	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	205	372	576	<	576	1758	2333	<	2430	2010	4439	>	<7178	143	>7321	>	GCF_001077145.1_ASM10771	001077145.1	NZ_JUUB01000044.1	Staphylococcus_epidermidis	7321	plus	2430	2430	576	576	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	6522	372	6893	<	4765	1758	6522	<	2659	2010	4668	>	<1	203	203	>	GCF_001622755.1_ASM16227	001622755.1	NZ_LWBD01000023.1	Staphylococcus_epidermidis	41636	minus	36968	5000	35114	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	45091	372	45462	<	45462	1758	47219	<	47316	2010	49325	>	-	-	-	-	GCF_001659065.1_ASM16590	001659065.1	NZ_LYSD01000045.1	Staphylococcus_epidermidis	51157	plus	47316	5000	45462	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	5091	1656	6746	>	-	-	-	-	3882	987	4868	<	1776	2010	3785	>	-	-	-	-	GCF_001077065.1_ASM10770	001077065.1	NZ_JUSO01000070.1	Staphylococcus_epidermidis	15398	minus	11613	5000	10530	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
<1	156	157	>	-	-	-	-	280	372	651	<	651	1758	2408	<	2505	2010	4514	>	7010	237	>7246	>	GCF_001073435.1_ASM10734	001073435.1	NZ_JVBT01000015.1	Staphylococcus_epidermidis	7246	plus	2505	2505	651	651	type2	1	0	1	type2	Present	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	5601	372	5972	<	3844	1758	5601	<	1738	2010	3747	>	-	-	-	-	GCF_001622715.1_ASM16227	001622715.1	NZ_LWBB01000041.1	Staphylococcus_epidermidis	40715	minus	36968	5000	35114	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	45126	372	45497	<	45497	1758	47254	<	47351	2010	49360	>	51976	429	>52404	>	GCF_001659045.1_ASM16590	001659045.1	NZ_LYSC01000062.1	Staphylococcus_epidermidis	52404	plus	47351	5000	45497	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	12445	372	12816	<	12816	1758	14573	<	14670	2010	16679	>	19215	127	>19341	>	GCF_001073395.1_ASM10733	001073395.1	NZ_JVBZ01000038.1	Staphylococcus_epidermidis	19341	plus	14670	5000	12816	5000	type2	1	0	0	type2	Absent	A	NT	1	1	1	ccrA3	ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	5601	372	5972	<	3844	1758	5601	<	1738	2010	3747	>	-	-	-	-	GCF_001622705.1_ASM16227	001622705.1	NZ_LWBA01000013.1	Staphylococcus_epidermidis	40977	minus	37230	5000	35376	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	45217	372	45588	<	45588	1758	47345	<	47442	2010	49451	>	-	-	-	-	GCF_001659025.1_ASM16590	001659025.1	NZ_LYSL01000015.1	Staphylococcus_epidermidis	51283	plus	47442	5000	45588	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	5104	1656	6759	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001075055.1_ASM10750	001075055.1	NZ_JUSF01000130.1	Staphylococcus_epidermidis	15265	minus	11467	5000	10384	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5104	1656	6759	>	-	-	-	-	343	987	1329	<	1426	2010	3435	>	6011	136	>6146	>	GCF_001076495.1_ASM10764	001076495.1	NZ_JVFP01000037.1	Staphylococcus_epidermidis	6146	plus	1426	1426	343	343	type4	0	1	0	type4	Present	B	NT	2	2	1	ccrA2,ccrA1	ccrB2,ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	35154	372	35525	<	35525	1758	37282	<	37379	2010	39388	>	41924	203	>42126	>	GCF_001622695.1_ASM16226	001622695.1	NZ_LWAZ01000003.1	Staphylococcus_epidermidis	42126	plus	37379	5000	35525	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	5696	372	6067	<	3939	1758	5696	<	1833	2010	3842	>	-	-	-	-	GCF_001658995.1_ASM16589	001658995.1	NZ_LYSF01000012.1	Staphylococcus_epidermidis	51239	minus	47397	5000	45543	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	343	987	1329	<	1426	2010	3435	>	6011	136	>6146	>	GCF_001076465.1_ASM10764	001076465.1	NZ_JVFR01000023.1	Staphylococcus_epidermidis	6146	plus	1426	1426	343	343	type4	0	0	0	type4	Absent	C1/D	NT	2	2	1	ccrA2,ccrA1	ccrB2,ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	6815	372	7186	<	5058	1758	6815	<	2952	2010	4961	>	<1	416	416	>	GCF_001622685.1_ASM16226	001622685.1	NZ_LWAY01000039.1	Staphylococcus_epidermidis	35716	minus	30755	5000	28901	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	5641	372	6012	<	3884	1758	5641	<	1778	2010	3787	>	-	-	-	-	GCF_001658985.1_ASM16589	001658985.1	NZ_LYSB01000074.1	Staphylococcus_epidermidis	22256	minus	18469	5000	16615	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA2	ccrB3,ccrB2	ccrC2	1
-	-	-	-	-	-	-	-	-	-	-	-	10491	987	11477	<	11574	2010	13583	>	-	-	-	-	GCF_001076305.1_ASM10763	001076305.1	NZ_JVZN01000046.1	Staphylococcus_epidermidis	15438	plus	11574	5000	10491	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5081	297	>5378	>	-	-	-	-	3872	987	4858	<	1766	2010	3775	>	-	-	-	-	GCF_001075015.1_ASM10750	001075015.1	NZ_JUTX01000143.1	Staphylococcus_epidermidis	5378	minus	1603	1603	520	520	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	34744	372	35115	<	35115	1758	36872	<	36969	2010	38978	>	41514	203	>41716	>	GCF_001622665.1_ASM16226	001622665.1	NZ_LWAX01000039.1	Staphylococcus_epidermidis	41716	plus	36969	5000	35115	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	9	1548	1556	<	1653	2010	3662	>	-	-	-	-	GCF_001658945.1_ASM16589	001658945.1	NZ_LYRZ01000061.1	Staphylococcus_epidermidis	5929	plus	1653	1653	9	9	NT_1001-1739	0	0	0	NT_1001-1739	Absent	NT	NT	0	0	1	-	-	ccrC2	1
-	-	-	-	5104	1608	>6712	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001076265.1_ASM10762	001076265.1	NZ_JVSZ01000067.1	Staphylococcus_epidermidis	6712	minus	2914	2914	1831	1831	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	215	372	586	<	586	1758	2343	<	2440	2010	4449	>	<7194	239	>7433	>	GCF_001074955.1_ASM10749	001074955.1	NZ_JUUA01000090.1	Staphylococcus_epidermidis	7433	plus	2440	2440	586	586	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	6472	372	6843	<	4715	1758	6472	<	2609	2010	4618	>	<1	113	113	>	GCF_001073215.1_ASM10732	001073215.1	NZ_JVDV01000098.1	Staphylococcus_epidermidis	7037	minus	2419	2419	565	565	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	5641	372	6012	<	3884	1758	5641	<	1778	2010	3787	>	-	-	-	-	GCF_001658905.1_ASM16589	001658905.1	NZ_LYRY01000053.1	Staphylococcus_epidermidis	21932	minus	18145	5000	16291	5000	type2	1	0	0	type2	Absent	A	NT	1	1	1	ccrA3	ccrB3	ccrC2	1
-	-	-	-	-	-	-	-	5720	372	6091	<	3963	1758	5720	<	1857	2010	3866	>	-	-	-	-	GCF_001622635.1_ASM16226	001622635.1	NZ_LWAW01000046.1	Staphylococcus_epidermidis	30461	minus	26595	5000	24741	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	12381	372	12752	<	12752	1758	14509	<	14606	2010	16615	>	-	-	-	-	GCF_001076235.1_ASM10762	001076235.1	NZ_JVTC01000067.1	Staphylococcus_epidermidis	18403	plus	14606	5000	12752	5000	type2	1	0	0	type2	Absent	A	NT	1	1	1	ccrA3	ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	9739	987	10725	<	10822	2010	12831	>	-	-	-	-	GCF_001073115.1_ASM10731	001073115.1	NZ_JVFN01000046.1	Staphylococcus_epidermidis	14619	plus	10822	5000	9739	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5612	372	5983	<	3855	1758	5612	<	1749	2010	3758	>	-	-	-	-	GCF_001074895.1_ASM10748	001074895.1	NZ_JUYI01000072.1	Staphylococcus_epidermidis	6085	minus	2327	2327	473	473	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	6602	372	6973	<	4845	1758	6602	<	2739	2010	4748	>	<1	203	203	>	GCF_001622625.1_ASM16226	001622625.1	NZ_LWAV01000018.1	Staphylococcus_epidermidis	41990	minus	37242	5000	35388	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	6495	372	6866	<	4738	1758	6495	<	2632	2010	4641	>	<1	136	136	>	GCF_001072995.1_ASM10729	001072995.1	NZ_JVHA01000070.1	Staphylococcus_epidermidis	7070	minus	2429	2429	575	575	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	4999	1656	6654	>	-	-	-	-	3790	987	4776	<	1684	2010	3693	>	-	-	-	-	GCF_001076185.1_ASM10761	001076185.1	NZ_JVTV01000092.1	Staphylococcus_epidermidis	15266	minus	11573	5000	10490	5000	type4	0	1	0	type4	Present	B	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	-	-	-	-	6352	372	6723	<	4595	1758	6352	<	2489	2010	4498	>	-	-	-	-	GCF_001074875.1_ASM10748	001074875.1	NZ_JUPD01000097.1	Staphylococcus_epidermidis	6835	minus	2337	2337	483	483	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
7090	156	>7246	>	-	-	-	-	6596	372	6967	<	4839	1758	6596	<	2733	2010	4742	>	<1	237	237	>	GCF_001072885.1_ASM10728	001072885.1	NZ_JVHR01000058.1	Staphylococcus_epidermidis	7246	minus	2504	2504	650	650	type2	1	0	1	type2	Present	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	12441	372	12812	<	12812	1758	14569	<	14666	2010	16675	>	-	-	-	-	GCF_001070675.1_ASM10706	001070675.1	NZ_JVRX01000011.1	Staphylococcus_epidermidis	18507	plus	14666	5000	12812	5000	type2	1	0	0	type2	Absent	A	NT	1	1	1	ccrA3	ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	6365	372	6736	<	4608	1758	6365	<	2502	2010	4511	>	-	-	-	-	GCF_001068575.1_ASM10685	001068575.1	NZ_JWEI01000060.1	Staphylococcus_epidermidis	6861	minus	2350	2350	496	496	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
7090	156	>7246	>	-	-	-	-	6596	372	6967	<	4839	1758	6596	<	2733	2010	4742	>	<1	237	237	>	GCF_001072875.1_ASM10728	001072875.1	NZ_JVHS01000061.1	Staphylococcus_epidermidis	7246	minus	2504	2504	650	650	type2	1	0	1	type2	Present	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	477	987	1463	<	1560	2010	3569	>	-	-	-	-	GCF_001070645.1_ASM10706	001070645.1	NZ_JVSH01000159.1	Staphylococcus_epidermidis	5316	plus	1560	1560	477	477	type4	0	0	0	type4	Absent	C1/D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5104	1657	6760	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001068545.1_ASM10685	001068545.1	NZ_JWEO01000091.1	Staphylococcus_epidermidis	15220	minus	11422	5000	10339	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	16404	372	16775	<	16775	1758	18532	<	18629	2010	20638	>	-	-	-	-	GCF_000276105.1_ASM2761	000276105.1	NZ_AKHE01000145.1	Staphylococcus_epidermidis	22629	plus	18629	5000	16775	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA3	ccrB3	-	1
-	-	-	-	5224	1608	>6832	>	-	-	-	-	4015	987	5001	<	1909	2010	3918	>	-	-	-	-	GCF_001070635.1_ASM10706	001070635.1	NZ_JVSC01000047.1	Staphylococcus_epidermidis	6832	minus	2914	2914	1831	1831	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	12562	372	12933	<	12933	1758	14690	<	14787	2010	16796	>	19332	133	>19464	>	GCF_001072795.1_ASM10727	001072795.1	NZ_JVIJ01000019.1	Staphylococcus_epidermidis	19464	plus	14787	5000	12933	5000	type2	1	0	0	type2	Absent	A	NT	1	1	1	ccrA3	ccrB3	ccrC1	1
-	-	-	-	-	-	-	-	123	372	494	<	494	1758	2251	<	2348	2010	4357	>	-	-	-	-	GCF_001068505.1_ASM10685	001068505.1	NZ_JWFS01000008.1	Staphylococcus_epidermidis	6125	plus	2348	2348	494	494	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	32408	372	32779	<	32779	1758	34536	<	34633	2010	36642	>	39219	303	>39521	>	GCF_000276085.1_ASM2760	000276085.1	NZ_AKHF01000038.1	Staphylococcus_epidermidis	39521	plus	34633	5000	32779	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	5635	372	6006	<	3878	1758	5635	<	1772	2010	3781	>	-	-	-	-	GCF_001068495.1_ASM10684	001068495.1	NZ_JWFV01000081.1	Staphylococcus_epidermidis	6131	minus	2350	2350	496	496	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	6283	1525	7807	>	-	-	-	-	5074	987	6060	<	2968	2010	4977	>	<1	352	352	>	GCF_000276065.1_ASM2760	000276065.1	NZ_AKHG01000018.1	Staphylococcus_epidermidis	16568	minus	11591	5000	10508	5000	type4	0	1	0	type4	Present	B	NT	2	2	0	ccrA2,ccrA4	ccrB2,ccrB4	-	1
-	-	-	-	-	-	-	-	126	372	497	<	497	1758	2254	<	2351	2010	4360	>	-	-	-	-	GCF_001068475.1_ASM10684	001068475.1	NZ_JWFW01000008.1	Staphylococcus_epidermidis	6861	plus	2351	2351	497	497	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	10720	987	11706	<	11803	2010	13812	>	16428	425	>16852	>	GCF_000276045.1_ASM2760	000276045.1	NZ_AKHH01000022.1	Staphylococcus_epidermidis	16852	plus	11803	5000	10720	5000	type4	0	0	0	type4	Absent	D	NT	2	2	0	ccrA2,ccrA4	ccrB2,ccrB4	-	1
-	-	-	-	5104	120	>5223	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001068455.1_ASM10684	001068455.1	NZ_JWGL01000126.1	Staphylococcus_epidermidis	5223	minus	1425	1425	342	342	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5104	120	>5223	>	-	-	-	-	2465	987	3451	<	3548	2010	5557	>	-	-	-	-	GCF_001066085.1_ASM10660	001066085.1	NZ_JUVS01000127.1	Staphylococcus_epidermidis	7345	plus	3548	3548	2465	2465	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5224	1656	6879	>	-	-	-	-	4015	987	5001	<	1909	2010	3918	>	-	-	-	-	GCF_001072595.1_ASM10725	001072595.1	NZ_JVJY01000044.1	Staphylococcus_epidermidis	15339	minus	11421	5000	10338	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5224	1656	6879	>	-	-	-	-	20811	987	21797	<	21894	2010	23903	>	26279	537	>26815	>	GCF_000276005.1_ASM2760	000276005.1	NZ_AKHJ01000039.1	Staphylococcus_epidermidis	26815	plus	21894	5000	20811	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	21514	372	21885	<	21885	1758	23642	<	23739	2010	25748	>	-	-	-	-	GCF_001061715.1_ASM10617	001061715.1	NZ_JWGV01000018.1	Staphylococcus_epidermidis	27556	plus	23739	5000	21885	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	6995	372	7366	<	5238	1758	6995	<	3132	2010	5141	>	<1	556	556	>	GCF_000275985.2_ASM2759	000275985.2	NZ_AKHK01000038.1	Staphylococcus_epidermidis	39911	minus	34770	5000	32916	5000	type2	1	0	0	type2	Absent	A	NT	1	2	0	ccrA3	ccrB3,ccrB4	-	1
-	-	-	-	5224	1656	6879	>	-	-	-	-	4015	987	5001	<	1909	2010	3918	>	-	-	-	-	GCF_001070395.1_ASM10703	001070395.1	NZ_JVXA01000052.1	Staphylococcus_epidermidis	12728	minus	8810	5000	7727	5000	type4	0	1	0	type4	Present	B	NT	1	3	0	ccrA2	ccrB2,ccrB2,ccrB2	-	1
-	-	-	-	5224	1656	6879	>	-	-	-	-	36246	987	37232	<	37329	2010	39338	>	41954	265	>42218	>	GCF_000966815.1_ASM9668	000966815.1	NZ_JZUM01000024.1	Staphylococcus_epidermidis	42218	plus	37329	5000	36246	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	6212	1656	7867	>	-	-	-	-	5003	987	5989	<	2897	2010	4906	>	<1	127	127	>	GCF_001072555.1_ASM10725	001072555.1	NZ_JVKA01000090.1	Staphylococcus_epidermidis	16483	minus	11577	5000	10494	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	6212	1656	7867	>	-	-	-	-	17421	987	18407	<	18504	2010	20513	>	23129	360	>23488	>	GCF_000275965.1_ASM2759	000275965.1	NZ_AKHL01000043.1	Staphylococcus_epidermidis	23498	plus	18504	5000	17421	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5900	1656	7555	>	-	-	-	-	4689	989	5677	<	2583	2010	4592	>	-	-	-	-	GCF_001070315.1_ASM10703	001070315.1	NZ_JWBO01000089.1	Staphylococcus_epidermidis	16015	minus	11423	5000	10338	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5900	1656	7555	>	-	-	-	-	36408	987	37394	<	37491	2010	39500	>	42116	415	>42530	>	GCF_000966775.1_ASM9667	000966775.1	NZ_JZUP01000024.1	Staphylococcus_epidermidis	42530	plus	37491	5000	36408	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	205	372	576	<	576	1758	2333	<	2430	2010	4439	>	-	-	-	-	GCF_001072495.1_ASM10724	001072495.1	NZ_JVKK01000095.1	Staphylococcus_epidermidis	6940	plus	2430	2430	576	576	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	-	-	-	-	36024	987	37010	<	37107	2010	39116	>	41732	415	>42146	>	GCF_000966765.1_ASM9667	000966765.1	NZ_JZUO01000025.1	Staphylococcus_epidermidis	42146	plus	37107	5000	36024	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	10339	987	11325	<	11422	2010	13431	>	16007	136	>16142	>	GCF_001072245.1_ASM10722	001072245.1	NZ_JVLY01000052.1	Staphylococcus_epidermidis	16142	plus	11422	5000	10339	5000	type4	0	0	0	type4	Absent	D	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	22553	372	22924	<	22924	1758	24681	<	24778	2010	26787	>	29320	73	>29392	>	GCF_000390365.1_Step4	000390365.1	NZ_APHU01000033.1	Staphylococcus_epidermidis	29392	plus	24778	5000	22924	5000	type2	1	0	0	type2	Absent	A	NT	2	2	1	ccrA3,ccrA4	ccrB3,ccrB4	ccrC1	1
-	-	-	-	5104	120	>5223	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001070245.1_ASM10702	001070245.1	NZ_JWCR01000083.1	Staphylococcus_epidermidis	5223	minus	1425	1425	342	342	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5104	120	>5223	>	-	-	-	-	36408	987	37394	<	37491	2010	39500	>	42116	265	>42380	>	GCF_000966755.1_ASM9667	000966755.1	NZ_JZUN01000023.1	Staphylococcus_epidermidis	42380	plus	37491	5000	36408	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	6134	1608	>7741	>	-	-	-	-	4925	987	5911	<	2819	2010	4828	>	<1	512	512	>	GCF_000257945.1_SaureusIS250v	000257945.1	NZ_AJJR01000033.1	Staphylococcus_epidermidis	15431	minus	10603	5000	9520	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	6134	1608	>7741	>	-	-	-	-	801546	987	802532	<	802629	2010	804638	>	807239	675	807913	>	GCF_000362145.1_Stap_aure_M0881	000362145.1	NZ_KB821726.1	Staphylococcus_epidermidis	1005214	plus	802629	5000	801546	5000	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	5104	1657	6760	>	-	-	-	-	3895	987	4881	<	1789	2010	3798	>	-	-	-	-	GCF_001070155.1_ASM10701	001070155.1	NZ_JWDB01000102.1	Staphylococcus_epidermidis	15220	minus	11422	5000	10339	5000	type4	0	1	0	type4	Present	B	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
-	-	-	-	6171	183	>6354	>	-	-	-	-	4962	987	5948	<	2856	2010	4865	>	<1	240	240	>	GCF_000966715.1_ASM9667	000966715.1	NZ_JZUL01000038.1	Staphylococcus_epidermidis	6354	minus	1489	1489	406	406	type4	0	1	0	type4	Present	B	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	5662	372	6033	<	3905	1758	5662	<	1799	2010	3808	>	-	-	-	-	GCF_001072135.1_ASM10721	001072135.1	NZ_JVML01000080.1	Staphylococcus_epidermidis	28885	minus	25077	5000	23223	5000	type2	1	0	0	type2	Absent	A	NT	2	2	0	ccrA3,ccrA4	ccrB3,ccrB4	-	1
-	-	-	-	-	-	-	-	22450	372	22821	<	22821	1758	24578	<	24675	2010	26684	>	-	-	-	-	GCF_000390345.1_Step5	000390345.1	NZ_APHT01000035.1	Staphylococcus_epidermidis	29199	plus	24675	5000	22821	5000	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
-	-	-	-	-	-	-	-	5635	372	6006	<	3878	1758	5635	<	1772	2010	3781	>	-	-	-	-	GCF_001070075.1_ASM10700	001070075.1	NZ_JWEH01000102.1	Staphylococcus_epidermidis	6131	minus	2350	2350	496	496	type2	1	0	0	type2	Absent	A	NT	1	1	0	ccrA4	ccrB4	-	1
