"IS431s_start" "IS431s_len" "IS431s_end" "IS431s_dir" "IS1272s_start" "IS1272s_len" "IS1272s_end" "IS1272s_dir" "mecI_start" "mecI_len" "mecI_end" "mecI_dir" "mecR_start" "mecR_len" "mecR_end" "mecR_dir" "mecA_start" "mecA_len" "mecA_end" "mecA_dir" "IS431e_start" "IS431e_len" "IS431e_end" "IS431e_dir" "IS431_10bp" "assembly" "GCF_ID" "contig" "species" "contig_length" "assembly_strand" "mecA_to_end_length" "end_length" "mecR_to_end_length" "mecR_end_length" "mecR_len_simple" "mecI_present" "IS1272_present" "IS431s_present" "mecR_type" "ISs_status" "mec_class" "mec_class_inferred"
"315" "<1" "493" "493" "<" "-" "-" "-" "-" "-" "-" "-" "-" "550" "92" "641" "<" "738" "2010" "2747" ">" "-" "-" "-" "-" "1" "GCF_002273545.1_ISU-924_v" "GCF_002273545.1" "NZ_LKWV01000044.1" "Staphylococcus_aureus" 4656 "plus" 738 738 550 550 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"316" "<1" "243" "243" "<" "-" "-" "-" "-" "-" "-" "-" "-" "300" "92" "391" "<" "488" "2010" "2497" ">" "-" "-" "-" "-" "1" "GCF_002273535.1_ISU-919_v" "GCF_002273535.1" "NZ_LKWS01000015.1" "Staphylococcus_aureus" 4450 "plus" 488 488 300 300 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"317" "<1" "282" "282" "<" "-" "-" "-" "-" "-" "-" "-" "-" "339" "92" "430" "<" "527" "2010" "2536" ">" "-" "-" "-" "-" "1" "GCF_002273525.1_ISU-920_v" "GCF_002273525.1" "NZ_LKWT01000169.1" "Staphylococcus_aureus" 4504 "plus" 527 527 339 339 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"318" "<1" "298" "298" "<" "-" "-" "-" "-" "-" "-" "-" "-" "355" "92" "446" "<" "543" "2010" "2552" ">" "-" "-" "-" "-" "1" "GCF_002273495.1_ISU-918_v" "GCF_002273495.1" "NZ_LKWR01000003.1" "Staphylococcus_aureus" 4487 "plus" 543 543 355 355 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"319" "3978" "289" ">4266" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3830" "92" "3921" "<" "1724" "2010" "3733" ">" "-" "-" "-" "-" "1" "GCF_002273475.1_ISU-917_v" "GCF_002273475.1" "NZ_LKWQ01000081.1" "Staphylococcus_aureus" 4266 "minus" 533 533 345 345 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"320" "4059" "303" ">4361" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3911" "92" "4002" "<" "1805" "2010" "3814" ">" "-" "-" "-" "-" "1" "GCF_002273455.1_ISU-916_v" "GCF_002273455.1" "NZ_LKWP01000025.1" "Staphylococcus_aureus" 4361 "minus" 547 547 359 359 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"321" "4955" "309" ">5263" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4807" "92" "4898" "<" "2701" "2010" "4710" ">" "<1" "165" "165" ">" "1" "GCF_002273415.1_ISU-913_v" "GCF_002273415.1" "NZ_LKWM01000103.1" "Staphylococcus_aureus" 5263 "minus" 553 553 365 365 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"322" "2372569" "675" "2373243" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2373300" "92" "2373391" "<" "2373488" "2010" "2375497" ">" "2378033" "675" "2378707" ">" "1" "GCF_003193785.1_ASM31937" "GCF_003193785.1" "NZ_CP029681.1" "Staphylococcus_aureus" 2834434 "plus" 2373488 5000 2373300 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"323" "1636590" "675" "1637264" "<" "-" "-" "-" "-" "-" "-" "-" "-" "1637321" "92" "1637412" "<" "1637509" "2010" "1639518" ">" "1642214" "675" "1642888" ">" "1" "GCF_003193765.1_ASM31937" "GCF_003193765.1" "NZ_CP029652.1" "Staphylococcus_aureus" 2785050 "plus" 1637509 5000 1637321 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"324" "49166" "675" "49840" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49018" "92" "49109" "<" "46912" "2010" "48921" ">" "43582" "675" "44256" ">" "1" "GCF_003193745.1_ASM31937" "GCF_003193745.1" "NZ_CP029653.1" "Staphylococcus_aureus" 2963657 "minus" 2914736 5000 2914548 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"325" "1746499" "675" "1747173" "<" "-" "-" "-" "-" "-" "-" "-" "-" "1747230" "92" "1747321" "<" "1747418" "2010" "1749427" ">" "1751963" "675" "1752637" ">" "1" "GCF_003193665.1_ASM31936" "GCF_003193665.1" "NZ_CP029649.1" "Staphylococcus_aureus" 2834439 "plus" 1747418 5000 1747230 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"326" "49303" "675" "49977" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49155" "92" "49246" "<" "47049" "2010" "49058" ">" "43719" "675" "44393" ">" "1" "GCF_003111745.1_ASM31117" "GCF_003111745.1" "NZ_CP029172.1" "Staphylococcus_aureus" 2902681 "minus" 2853623 5000 2853435 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"327" "4827" "675" "5501" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4679" "92" "4770" "<" "2573" "2010" "4582" ">" "-" "-" "-" "-" "1" "GCF_004136935.1_ASM41369" "GCF_004136935.1" "NZ_RBAQ01000003.1" "Staphylococcus_aureus" 13823 "minus" 9241 5000 9053 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"328" "66300" "675" "66974" "<" "-" "-" "-" "-" "-" "-" "-" "-" "66152" "92" "66243" "<" "64046" "2010" "66055" ">" "60796" "675" "61470" ">" "1" "GCF_002089055.1_ASM20890" "GCF_002089055.1" "NZ_CP019592.1" "Staphylococcus_aureus" 2784749 "minus" 2718694 5000 2718506 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"329" "49741" "675" "50415" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49593" "92" "49684" "<" "47487" "2010" "49496" ">" "44237" "675" "44911" ">" "1" "GCF_002089055.1_ASM20890" "GCF_002089055.1" "NZ_CP019592.1" "Staphylococcus_aureus" 2784749 "minus" 2735253 5000 2735065 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"330" "282708" "675" "283382" "<" "-" "-" "-" "-" "-" "-" "-" "-" "283441" "90" "283530" "<" "283627" "2010" "285636" ">" "288252" "675" "288926" ">" "1" "GCF_004122805.1_ASM41228" "GCF_004122805.1" "NZ_SDOD01000003.1" "Staphylococcus_aureus" 306366 "plus" 283627 5000 283441 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"331" "1630554" "675" "1631228" "<" "-" "-" "-" "-" "-" "-" "-" "-" "1630406" "92" "1630497" "<" "1628300" "2010" "1630309" ">" "1624970" "675" "1625644" ">" "1" "GCF_004026185.1_ASM40261" "GCF_004026185.1" "NZ_CP035003.1" "Staphylococcus_aureus" 2756431 "minus" 1126122 5000 1125934 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"332" "2254052" "675" "2254726" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2254783" "92" "2254874" "<" "2254971" "2010" "2256980" ">" "2259636" "675" "2260310" ">" "1" "GCF_004026165.1_ASM40261" "GCF_004026165.1" "NZ_CP035005.1" "Staphylococcus_aureus" 2796411 "plus" 2254971 5000 2254783 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"333" "4953" "65" ">5017" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4805" "92" "4896" "<" "2699" "2010" "4708" ">" "-" "-" "-" "-" "1" "GCF_004012035.1_ASM40120" "GCF_004012035.1" "NZ_RKRI01000045.1" "Staphylococcus_aureus" 5017 "minus" 309 309 121 121 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"334" "5082" "534" ">5615" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4934" "92" "5025" "<" "2828" "2010" "4837" ">" "<1" "172" "172" ">" "1" "GCF_004011165.1_ASM40111" "GCF_004011165.1" "NZ_RQIW01000034.1" "Staphylococcus_aureus" 5615 "minus" 778 778 590 590 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"335" "49303" "675" "49977" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49155" "92" "49246" "<" "47049" "2010" "49058" ">" "43719" "675" "44393" ">" "1" "GCF_002025125.1_ASM20251" "GCF_002025125.1" "NZ_CP020019.1" "Staphylococcus_aureus" 2802697 "minus" 2753639 5000 2753451 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"336" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "768" "88" "855" "<" "952" "2010" "2961" ">" "-" "-" "-" "-" "0" "GCF_003992475.1_ASM39924" "GCF_003992475.1" "NZ_RZJV01000035.1" "Staphylococcus_aureus" 5663 "plus" 952 952 768 768 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"337" "13068" "675" "13742" "<" "-" "-" "-" "-" "-" "-" "-" "-" "12920" "92" "13011" "<" "10814" "2010" "12823" ">" "7484" "675" "8158" ">" "1" "GCF_002247315.1_ASM22473" "GCF_002247315.1" "NZ_NADE01000025.1" "Staphylococcus_aureus" 19049 "minus" 6226 5000 6038 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"338" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "675" "5586" ">" "1" "GCF_003971155.1_ASM39711" "GCF_003971155.1" "NZ_RYEU01000031.1" "Staphylococcus_aureus" 11046 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"339" "12870" "675" "13544" "<" "-" "-" "-" "-" "-" "-" "-" "-" "12722" "92" "12813" "<" "10616" "2010" "12625" ">" "7286" "675" "7960" ">" "1" "GCF_002247015.1_ASM22470" "GCF_002247015.1" "NZ_NADA01000022.1" "Staphylococcus_aureus" 18851 "minus" 6226 5000 6038 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"340" "62485" "675" "63159" "<" "-" "-" "-" "-" "-" "-" "-" "-" "63216" "92" "63307" "<" "63404" "2010" "65413" ">" "68029" "675" "68703" ">" "1" "GCF_003038455.1_ASM30384" "GCF_003038455.1" "NZ_PYFA01000017.1" "Staphylococcus_aureus" 70592 "plus" 63404 5000 63216 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"341" "7932" "675" "8606" "<" "-" "-" "-" "-" "-" "-" "-" "-" "7784" "92" "7875" "<" "5678" "2010" "7687" ">" "2468" "675" "3142" ">" "1" "GCF_003038355.1_ASM30383" "GCF_003038355.1" "NZ_PYEX01000002.1" "Staphylococcus_aureus" 390285 "minus" 382598 5000 382410 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"342" "6036" "675" "6710" "<" "-" "-" "-" "-" "-" "-" "-" "-" "5888" "92" "5979" "<" "3782" "2010" "5791" ">" "452" "675" "1126" ">" "1" "GCF_001971525.1_ASM19715" "GCF_001971525.1" "NZ_MPPH01000036.1" "Staphylococcus_aureus" 30657 "minus" 24866 5000 24678 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"343" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "105" "92" "196" "<" "293" "2010" "2302" ">" "-" "-" "-" "-" "1" "GCF_001940425.1_ASM19404" "GCF_001940425.1" "NZ_LAWV01000029.1" "Staphylococcus_aureus" 4025 "plus" 293 293 105 105 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"344" "4020" "496" ">4515" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3872" "92" "3963" "<" "1766" "2010" "3775" ">" "-" "-" "-" "-" "1" "GCF_003345515.1_ASM33455" "GCF_003345515.1" "NZ_QQOO01000032.1" "Staphylococcus_aureus" 4515 "minus" 740 740 552 552 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"345" "4020" "233" ">4252" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3872" "92" "3963" "<" "1766" "2010" "3775" ">" "-" "-" "-" "-" "1" "GCF_003345455.1_ASM33454" "GCF_003345455.1" "NZ_QQOP01000024.1" "Staphylococcus_aureus" 4252 "minus" 477 477 289 289 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"346" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3734" "92" "3825" "<" "1628" "2010" "3637" ">" "-" "-" "-" "-" "0" "GCF_002209845.1_ASM22098" "GCF_002209845.1" "NZ_NKCR01000020.1" "Staphylococcus_aureus" 3854 "minus" 217 217 29 29 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"347" "5132" "675" "5806" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4984" "92" "5075" "<" "2878" "2010" "4887" ">" "<1" "222" "222" ">" "1" "GCF_002208515.1_ASM22085" "GCF_002208515.1" "NZ_LNKX01000021.1" "Staphylococcus_aureus" 16102 "minus" 11215 5000 11027 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"348" "49820" "675" "50494" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49672" "92" "49763" "<" "47566" "2010" "49575" ">" "44236" "675" "44910" ">" "1" "GCF_001887075.1_ASM18870" "GCF_001887075.1" "NZ_CP013218.1" "Staphylococcus_aureus" 2831848 "minus" 2782273 5000 2782085 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"349" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3868" "90" "3957" "<" "1762" "2010" "3771" ">" "-" "-" "-" "-" "1" "GCF_001855145.1_ASM18551" "GCF_001855145.1" "NZ_MLQG01000055.1" "Staphylococcus_aureus" 4057 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"350" "<1" "259" "259" "<" "-" "-" "-" "-" "-" "-" "-" "-" "316" "92" "407" "<" "504" "2010" "2513" ">" "5169" "562" ">5730" ">" "1" "GCF_003327965.1_ASM33279" "GCF_003327965.1" "NZ_QBFP01000022.1" "Staphylococcus_aureus" 5730 "plus" 504 504 316 316 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"351" "10191" "675" "10865" "<" "-" "-" "-" "-" "-" "-" "-" "-" "10922" "92" "11013" "<" "11110" "2010" "13119" ">" "15575" "628" ">16202" ">" "1" "GCF_002204735.1_ASM22047" "GCF_002204735.1" "NZ_NISC01000004.1" "Staphylococcus_aureus" 16202 "plus" 11110 5000 10922 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"352" "49615" "675" "50289" "<" "-" "-" "-" "-" "-" "-" "-" "-" "49467" "92" "49558" "<" "47361" "2010" "49370" ">" "44031" "675" "44705" ">" "1" "GCF_002204575.1_ASM22045" "GCF_002204575.1" "NZ_CP017091.1" "Staphylococcus_aureus" 2833430 "minus" 2784060 5000 2783872 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"353" "12186" "343" ">12528" "<" "-" "-" "-" "-" "-" "-" "-" "-" "12038" "92" "12129" "<" "9932" "2010" "11941" ">" "6682" "675" "7356" ">" "1" "GCF_003327835.1_ASM33278" "GCF_003327835.1" "NZ_QBFN01000017.1" "Staphylococcus_aureus" 12528 "minus" 587 587 399 399 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"354" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "2" "90" "91" "<" "188" "2010" "2197" ">" "-" "-" "-" "-" "0" "GCF_001854975.1_ASM18549" "GCF_001854975.1" "NZ_MLQC01000029.1" "Staphylococcus_aureus" 4715 "plus" 188 188 2 2 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"355" "2059139" "675" "2059813" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2058991" "92" "2059082" "<" "2056885" "2010" "2058894" ">" "2053675" "675" "2054349" ">" "1" "GCF_003324235.1_ASM33242" "GCF_003324235.1" "NZ_QMGR01000002.1" "Staphylococcus_aureus" 2849004 "minus" 790110 5000 789922 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"356" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "675" "5586" ">" "1" "GCF_001854955.1_ASM18549" "GCF_001854955.1" "NZ_MLQD01000026.1" "Staphylococcus_aureus" 22998 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"357" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4872" "675" "5546" ">" "1" "GCF_001756645.1_ASM17566" "GCF_001756645.1" "NZ_MANS01000010.1" "Staphylococcus_aureus" 22958 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"358" "<1" "92" "92" "<" "-" "-" "-" "-" "-" "-" "-" "-" "151" "90" "240" "<" "337" "2010" "2346" ">" "5002" "675" "5676" ">" "1" "GCF_002135105.1_ASM21351" "GCF_002135105.1" "NZ_NBSI01000038.1" "Staphylococcus_aureus" 12775 "plus" 337 337 151 151 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"359" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4814" "90" "4903" "<" "2708" "2010" "4717" ">" "<1" "92" "92" ">" "1" "GCF_003710765.1_ASM37107" "GCF_003710765.1" "NZ_RHIC01000038.1" "Staphylococcus_aureus" 5003 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"360" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4814" "90" "4903" "<" "2708" "2010" "4717" ">" "<1" "92" "92" ">" "1" "GCF_003710755.1_ASM37107" "GCF_003710755.1" "NZ_RHIJ01000034.1" "Staphylococcus_aureus" 5003 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"361" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "92" ">5003" ">" "1" "GCF_003710745.1_ASM37107" "GCF_003710745.1" "NZ_RHIO01000040.1" "Staphylococcus_aureus" 5003 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"362" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4764" "90" "4853" "<" "2658" "2010" "4667" ">" "-" "-" "-" "-" "1" "GCF_003710725.1_ASM37107" "GCF_003710725.1" "NZ_RHIN01000040.1" "Staphylococcus_aureus" 4953 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"363" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "534" ">5445" ">" "1" "GCF_003710705.1_ASM37107" "GCF_003710705.1" "NZ_RHIL01000041.1" "Staphylococcus_aureus" 5445 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"364" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "-" "-" "-" "-" "1" "GCF_003710685.1_ASM37106" "GCF_003710685.1" "NZ_RHIK01000039.1" "Staphylococcus_aureus" 4993 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"365" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "92" ">5003" ">" "1" "GCF_003710645.1_ASM37106" "GCF_003710645.1" "NZ_RHID01000034.1" "Staphylococcus_aureus" 5003 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"366" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4792" "92" ">4883" ">" "1" "GCF_003710635.1_ASM37106" "GCF_003710635.1" "NZ_RHIP01000039.1" "Staphylococcus_aureus" 4883 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"367" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4814" "90" "4903" "<" "2708" "2010" "4717" ">" "<1" "92" "92" ">" "1" "GCF_003710625.1_ASM37106" "GCF_003710625.1" "NZ_RHIQ01000036.1" "Staphylococcus_aureus" 5003 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"368" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4802" "90" "4891" "<" "2696" "2010" "4705" ">" "-" "-" "-" "-" "1" "GCF_001652785.1_ASM16527" "GCF_001652785.1" "NZ_LWMG01000028.1" "Staphylococcus_aureus" 5029 "minus" 324 324 138 138 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"369" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4792" "92" ">4883" ">" "1" "GCF_003710585.1_ASM37105" "GCF_003710585.1" "NZ_RHII01000038.1" "Staphylococcus_aureus" 4883 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"370" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4764" "90" "4853" "<" "2658" "2010" "4667" ">" "-" "-" "-" "-" "1" "GCF_001652745.1_ASM16527" "GCF_001652745.1" "NZ_LWMF01000041.1" "Staphylococcus_aureus" 4953 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"371" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "675" "5586" ">" "1" "GCF_003710575.1_ASM37105" "GCF_003710575.1" "NZ_RHIV01000024.1" "Staphylococcus_aureus" 22997 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"372" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4694" "90" "4783" "<" "2588" "2010" "4597" ">" "<1" "92" "92" ">" "1" "GCF_003710565.1_ASM37105" "GCF_003710565.1" "NZ_RHIM01000030.1" "Staphylococcus_aureus" 4883 "minus" 286 286 100 100 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"373" "5505" "675" "6179" "<" "-" "-" "-" "-" "-" "-" "-" "-" "5357" "92" "5448" "<" "3251" "2010" "5260" ">" "<1" "576" "576" ">" "1" "GCF_003310325.1_ASM33103" "GCF_003310325.1" "NZ_PTCN01000042.1" "Staphylococcus_aureus" 12833 "minus" 7573 5000 7385 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"374" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "675" "5586" ">" "1" "GCF_003710545.1_ASM37105" "GCF_003710545.1" "NZ_RHIT01000024.1" "Staphylococcus_aureus" 22997 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"375" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "92" ">5003" ">" "1" "GCF_003710515.1_ASM37105" "GCF_003710515.1" "NZ_RHIS01000049.1" "Staphylococcus_aureus" 5003 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"376" "<1" "92" "92" "<" "-" "-" "-" "-" "-" "-" "-" "-" "149" "92" "240" "<" "337" "2010" "2346" ">" "4962" "92" ">5053" ">" "1" "GCF_003710505.1_ASM37105" "GCF_003710505.1" "NZ_RHIU01000032.1" "Staphylococcus_aureus" 5053 "plus" 337 337 149 149 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"377" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4872" "675" "5546" ">" "1" "GCF_003710475.1_ASM37104" "GCF_003710475.1" "NZ_RHIH01000023.1" "Staphylococcus_aureus" 22957 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"378" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "675" "5586" ">" "1" "GCF_003710455.1_ASM37104" "GCF_003710455.1" "NZ_RHIR01000035.1" "Staphylococcus_aureus" 11045 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"379" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "-" "-" "-" "-" "1" "GCF_003710445.1_ASM37104" "GCF_003710445.1" "NZ_RHIX01000039.1" "Staphylococcus_aureus" 4993 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"380" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "92" ">5003" ">" "1" "GCF_003710425.1_ASM37104" "GCF_003710425.1" "NZ_RHIW01000040.1" "Staphylococcus_aureus" 5003 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"381" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4872" "675" "5546" ">" "1" "GCF_003710395.1_ASM37103" "GCF_003710395.1" "NZ_RHIE01000019.1" "Staphylococcus_aureus" 22958 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"382" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "675" "5586" ">" "1" "GCF_003710355.1_ASM37103" "GCF_003710355.1" "NZ_RHIF01000031.1" "Staphylococcus_aureus" 11046 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"383" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "101" "90" "190" "<" "287" "2010" "2296" ">" "4912" "92" ">5003" ">" "1" "GCF_003710345.1_ASM37103" "GCF_003710345.1" "NZ_RHIZ01000049.1" "Staphylococcus_aureus" 5003 "plus" 287 287 101 101 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
